latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,32.0,-14400,America/New_York,GMT-4

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa)
2023-06-11T21:00,22.0,63,0.00,0.00,0.00,3,100,14.0,157,21.2,1005.9
2023-06-11T22:00,21.8,63,0.00,0.00,0.00,3,100,16.9,169,26.6,1006.2
2023-06-11T23:00,20.8,67,0.00,0.00,0.00,3,100,15.9,175,27.4,1006.2
2023-06-12T00:00,20.8,67,0.00,0.00,0.00,3,100,15.9,185,25.2,1006.4
2023-06-12T01:00,21.1,67,0.00,0.00,0.00,3,100,15.6,195,26.3,1006.3
2023-06-12T02:00,20.8,70,0.00,0.00,0.00,3,100,13.4,185,25.2,1006.2
2023-06-12T03:00,20.4,73,0.00,0.00,0.00,3,100,11.5,180,21.6,1005.7
2023-06-12T04:00,19.8,77,0.00,0.00,0.00,3,100,9.4,162,18.7,1005.6
2023-06-12T05:00,19.5,81,0.00,0.00,0.00,3,100,8.6,147,15.1,1005.5
2023-06-12T06:00,19.5,82,0.00,0.00,0.00,3,100,10.3,144,16.2,1005.4
2023-06-12T07:00,20.0,80,0.00,0.00,0.00,3,100,11.1,155,18.0,1005.8
2023-06-12T08:00,20.5,81,0.00,0.00,0.00,3,100,12.4,158,20.5,1005.6
2023-06-12T09:00,21.5,78,0.80,0.80,0.00,53,100,13.2,154,23.4,1005.4
2023-06-12T10:00,21.3,78,0.80,0.80,0.00,53,100,15.6,172,28.1,1005.6
2023-06-12T11:00,21.7,79,0.60,0.60,0.00,53,100,18.3,170,32.0,1005.2
2023-06-12T12:00,21.6,80,0.00,0.00,0.00,3,100,16.9,151,32.0,1004.7
2023-06-12T13:00,22.4,78,0.00,0.00,0.00,3,100,21.2,148,36.0,1004.0
2023-06-12T14:00,23.8,71,0.00,0.00,0.00,3,97,23.4,143,41.8,1002.8
2023-06-12T15:00,24.0,67,0.00,0.00,0.00,3,100,25.2,137,45.0,1002.0
2023-06-12T16:00,23.1,73,0.00,0.00,0.00,3,100,25.5,134,45.0,1001.7
2023-06-12T17:00,22.2,77,0.00,0.00,0.00,3,97,27.0,134,47.2,1001.6
2023-06-12T18:00,21.1,82,0.00,0.00,0.00,3,100,23.7,132,46.4,1001.0
2023-06-12T19:00,20.1,87,0.00,0.00,0.00,3,100,22.2,126,41.0,1001.0
2023-06-12T20:00,19.6,87,1.00,1.00,0.00,55,100,11.8,113,37.4,1000.1
2023-06-12T21:00,19.2,94,4.00,4.00,0.00,63,100,19.2,120,32.0,999.3
2023-06-12T22:00,19.3,94,1.20,1.20,0.00,55,100,21.5,145,35.6,999.1
2023-06-12T23:00,19.9,94,0.10,0.10,0.00,51,92,19.5,175,34.6,998.8
2023-06-13T00:00,20.2,93,0.00,0.00,0.00,3,100,18.6,212,31.0,998.4
2023-06-13T01:00,19.1,95,0.00,0.00,0.00,3,99,16.4,241,29.9,998.5
2023-06-13T02:00,18.1,94,0.00,0.00,0.00,0,13,16.7,256,28.1,998.7
2023-06-13T03:00,17.4,94,0.00,0.00,0.00,0,1,10.9,262,26.6,999.2
2023-06-13T04:00,17.0,94,0.00,0.00,0.00,0,0,11.9,272,19.1,999.4
2023-06-13T05:00,16.5,92,0.00,0.00,0.00,0,0,14.7,292,23.4,999.7
2023-06-13T06:00,16.1,91,0.00,0.00,0.00,0,4,15.4,291,24.8,1000.6
2023-06-13T07:00,16.8,84,0.00,0.00,0.00,0,12,18.0,299,30.2,1001.6
2023-06-13T08:00,18.3,77,0.00,0.00,0.00,2,67,17.1,305,30.2,1001.4
2023-06-13T09:00,19.9,68,0.00,0.00,0.00,2,66,17.8,313,33.5,1001.8
2023-06-13T10:00,21.2,64,0.00,0.00,0.00,3,100,16.4,303,32.8,1002.0
2023-06-13T11:00,22.3,59,0.00,0.00,0.00,3,100,16.8,293,31.3,1002.1
2023-06-13T12:00,23.5,53,0.00,0.00,0.00,3,89,16.0,293,31.7,1002.0
2023-06-13T13:00,24.7,48,0.00,0.00,0.00,0,11,15.3,294,30.6,1001.5
2023-06-13T14:00,25.8,40,0.00,0.00,0.00,0,11,16.4,289,31.7,1000.7
2023-06-13T15:00,26.2,35,0.00,0.00,0.00,1,30,18.3,286,33.8,1000.3
2023-06-13T16:00,26.4,34,0.00,0.00,0.00,1,23,17.3,282,33.8,1000.3
2023-06-13T17:00,26.4,34,0.00,0.00,0.00,1,35,17.3,270,31.7,1000.2
2023-06-13T18:00,25.4,35,0.00,0.00,0.00,0,18,21.6,259,36.0,1000.1
2023-06-13T19:00,24.1,38,0.00,0.00,0.00,0,1,18.8,277,37.1,1000.7
2023-06-13T20:00,21.8,48,0.00,0.00,0.00,1,33,7.3,259,30.2,1001.5
2023-06-13T21:00,20.4,49,0.00,0.00,0.00,0,12,11.5,270,17.6,1001.8
2023-06-13T22:00,19.2,49,0.00,0.00,0.00,1,40,9.0,268,19.1,1002.0
2023-06-13T23:00,17.2,64,0.00,0.00,0.00,3,94,8.3,265,14.0,1001.7
2023-06-14T00:00,16.2,71,0.00,0.00,0.00,0,0,7.5,253,11.9,1001.5
2023-06-14T01:00,15.8,75,0.00,0.00,0.00,0,0,7.1,229,11.2,1001.4
2023-06-14T02:00,15.2,80,0.00,0.00,0.00,0,2,8.6,213,11.9,1001.0
2023-06-14T03:00,14.9,85,0.00,0.00,0.00,0,0,9.7,207,13.0,1000.7
2023-06-14T04:00,14.9,86,0.00,0.00,0.00,0,0,10.6,190,13.3,1000.1
2023-06-14T05:00,15.6,87,0.00,0.00,0.00,2,54,7.6,172,13.3,999.6
2023-06-14T06:00,16.8,89,0.00,0.00,0.00,3,100,9.4,182,14.8,999.5
2023-06-14T07:00,18.1,83,0.00,0.00,0.00,3,93,9.4,176,16.2,999.3
2023-06-14T08:00,19.4,74,0.00,0.00,0.00,3,100,8.6,182,20.5,998.9
2023-06-14T09:00,20.7,69,0.00,0.00,0.00,3,100,10.9,186,21.2,998.7
2023-06-14T10:00,22.9,61,0.00,0.00,0.00,3,100,12.4,188,25.2,997.7
2023-06-14T11:00,24.7,53,0.00,0.00,0.00,3,100,14.1,186,34.2,997.1
2023-06-14T12:00,23.1,50,0.30,0.30,0.00,51,100,15.6,251,36.4,997.3
2023-06-14T13:00,21.6,61,0.30,0.30,0.00,51,100,9.8,242,29.5,997.0
2023-06-14T14:00,19.8,68,0.60,0.60,0.00,53,100,24.1,232,38.2,996.9
2023-06-14T15:00,18.6,76,0.70,0.70,0.00,53,98,22.7,213,43.6,996.7
2023-06-14T16:00,19.0,76,0.10,0.10,0.00,51,49,19.5,183,38.5,996.0
2023-06-14T17:00,20.4,73,0.00,0.00,0.00,3,94,18.5,187,35.6,995.4
2023-06-14T18:00,17.0,84,4.30,4.30,0.00,63,75,19.4,180,42.5,995.6
2023-06-14T19:00,16.2,84,3.20,3.20,0.00,63,33,17.3,168,41.4,995.5
2023-06-14T20:00,18.9,67,0.00,0.00,0.00,1,24,11.6,240,29.5,996.0
2023-06-14T21:00,18.6,65,0.00,0.00,0.00,0,12,17.8,262,29.2,996.2
2023-06-14T22:00,17.9,66,0.00,0.00,0.00,0,2,20.0,262,32.4,996.7
2023-06-14T23:00,17.4,67,0.00,0.00,0.00,0,2,19.5,268,32.4,997.1
2023-06-15T00:00,16.9,70,0.00,0.00,0.00,0,6,17.6,269,31.3,997.1
2023-06-15T01:00,16.3,74,0.00,0.00,0.00,0,0,18.0,270,29.9,997.4
2023-06-15T02:00,15.9,76,0.00,0.00,0.00,0,3,17.7,272,29.5,997.7
2023-06-15T03:00,15.6,78,0.00,0.00,0.00,0,1,16.2,274,28.8,997.6
2023-06-15T04:00,15.1,80,0.00,0.00,0.00,0,1,15.5,270,26.6,997.7
2023-06-15T05:00,15.0,80,0.00,0.00,0.00,0,5,15.8,282,25.9,998.0
2023-06-15T06:00,15.2,80,0.00,0.00,0.00,0,17,14.8,288,25.9,998.6
2023-06-15T07:00,16.6,72,0.00,0.00,0.00,1,20,17.0,291,31.0,999.1
2023-06-15T08:00,18.4,66,0.00,0.00,0.00,0,2,17.4,294,28.1,998.9
2023-06-15T09:00,19.6,61,0.00,0.00,0.00,0,14,15.6,296,31.0,999.2
2023-06-15T10:00,21.5,55,0.00,0.00,0.00,3,93,17.8,318,33.1,999.4
2023-06-15T11:00,22.9,49,0.00,0.00,0.00,3,100,15.3,304,33.1,1000.0
2023-06-15T12:00,23.1,49,0.00,0.00,0.00,3,94,16.7,307,29.2,1000.3
2023-06-15T13:00,24.5,45,0.00,0.00,0.00,3,100,17.6,301,32.0,1000.1
2023-06-15T14:00,25.1,44,0.00,0.00,0.00,1,46,16.8,305,32.8,999.8
2023-06-15T15:00,25.8,40,0.00,0.00,0.00,2,75,17.9,308,32.0,999.6
2023-06-15T16:00,26.2,39,0.00,0.00,0.00,2,65,19.3,299,34.2,999.5
2023-06-15T17:00,25.8,41,0.00,0.00,0.00,2,69,20.4,296,36.4,999.8
2023-06-15T18:00,24.8,46,0.00,0.00,0.00,0,12,18.9,301,35.3,1000.0
2023-06-15T19:00,24.5,46,0.00,0.00,0.00,0,5,17.4,300,31.7,1000.6
2023-06-15T20:00,22.4,56,0.00,0.00,0.00,0,7,7.9,294,28.1,1001.1
2023-06-15T21:00,20.5,62,0.00,0.00,0.00,1,34,7.2,273,12.2,1001.8
2023-06-15T22:00,19.8,65,0.00,0.00,0.00,0,12,7.7,259,11.9,1002.5
2023-06-15T23:00,19.1,68,0.00,0.00,0.00,0,10,8.6,285,13.7,1002.8
2023-06-16T00:00,18.2,72,0.00,0.00,0.00,0,19,7.4,309,14.4,1003.2
2023-06-16T01:00,17.1,79,0.00,0.00,0.00,3,85,7.2,297,11.5,1003.3
2023-06-16T02:00,16.2,84,0.00,0.00,0.00,2,63,6.2,280,11.5,1003.1
2023-06-16T03:00,15.4,90,0.00,0.00,0.00,3,99,7.6,267,10.4,1003.4
2023-06-16T04:00,15.4,89,0.00,0.00,0.00,0,0,7.2,288,10.8,1003.1
2023-06-16T05:00,15.1,92,0.00,0.00,0.00,1,20,6.3,257,9.0,1003.1
2023-06-16T06:00,15.6,92,0.00,0.00,0.00,0,0,5.6,243,10.1,1003.7
2023-06-16T07:00,17.2,84,0.00,0.00,0.00,0,1,4.0,260,10.8,1003.6
2023-06-16T08:00,19.6,74,0.00,0.00,0.00,0,11,2.7,247,9.4,1003.7
2023-06-16T09:00,22.2,64,0.00,0.00,0.00,1,36,2.5,188,11.5,1003.5
2023-06-16T10:00,24.5,50,0.00,0.00,0.00,3,96,4.3,180,14.4,1003.5
2023-06-16T11:00,25.0,47,0.00,0.00,0.00,2,52,11.0,169,22.0,1003.1
2023-06-16T12:00,25.9,41,0.00,0.00,0.00,3,100,14.9,173,29.2,1002.8
2023-06-16T13:00,23.6,50,0.00,0.00,0.00,3,100,18.2,171,32.0,1002.7
2023-06-16T14:00,20.4,75,0.90,0.90,0.00,53,100,18.8,173,33.5,1003.1
2023-06-16T15:00,18.7,87,1.10,1.10,0.00,55,99,14.7,158,35.3,1002.2
2023-06-16T16:00,18.6,88,1.00,1.00,0.00,55,100,13.6,163,25.6,1001.8
2023-06-16T17:00,19.6,76,1.40,1.40,0.00,61,88,8.7,114,23.4,1000.9
2023-06-16T18:00,20.4,72,0.00,0.00,0.00,3,100,11.7,101,21.6,1000.3
2023-06-16T19:00,19.5,75,0.20,0.20,0.00,51,100,5.5,122,21.6,1000.9
2023-06-16T20:00,18.9,76,6.20,6.20,0.00,63,100,8.9,137,18.4,1001.1
2023-06-16T21:00,18.2,80,0.00,0.00,0.00,1,25,6.1,93,14.8,1000.9
2023-06-16T22:00,18.1,81,0.00,0.00,0.00,3,100,9.2,26,15.1,1001.8
2023-06-16T23:00,18.0,81,0.00,0.00,0.00,1,39,8.4,31,18.0,1001.7
2023-06-17T00:00,17.4,85,0.00,0.00,0.00,0,14,5.4,356,13.7,1001.4
2023-06-17T01:00,16.4,94,0.00,0.00,0.00,0,19,8.7,336,14.8,1000.9
2023-06-17T02:00,16.0,96,0.00,0.00,0.00,1,30,7.6,341,14.8,1000.8
2023-06-17T03:00,15.6,95,0.00,0.00,0.00,2,55,9.6,326,15.8,1000.8
2023-06-17T04:00,15.3,94,0.00,0.00,0.00,0,7,13.0,336,21.6,1000.2
2023-06-17T05:00,15.1,93,0.00,0.00,0.00,1,36,12.9,330,23.0,1000.3
2023-06-17T06:00,14.8,93,0.00,0.00,0.00,0,2,13.8,313,22.0,1000.9
2023-06-17T07:00,16.0,83,0.00,0.00,0.00,0,10,15.3,326,28.1,1001.2
2023-06-17T08:00,18.1,80,0.00,0.00,0.00,0,5,13.2,313,27.7,1001.1
2023-06-17T09:00,20.2,69,0.00,0.00,0.00,1,20,15.7,328,30.2,1001.1
2023-06-17T10:00,21.5,62,0.00,0.00,0.00,1,29,16.1,336,33.8,1000.9
2023-06-17T11:00,22.6,56,0.10,0.10,0.00,51,28,17.9,330,33.5,1000.9
2023-06-17T12:00,23.5,49,0.00,0.00,0.00,2,56,21.1,327,39.2,1000.8
2023-06-17T13:00,24.4,44,0.00,0.00,0.00,1,32,22.5,325,42.1,1000.6
2023-06-17T14:00,25.4,35,0.00,0.00,0.00,1,32,24.2,316,43.6,1000.2
2023-06-17T15:00,25.5,32,0.00,0.00,0.00,0,4,28.3,314,47.9,1000.0
2023-06-17T16:00,25.4,32,0.00,0.00,0.00,0,4,28.3,312,51.8,999.9
2023-06-17T17:00,24.3,30,0.00,0.00,0.00,0,3,31.6,319,53.3,1000.3
2023-06-17T18:00,23.8,35,0.00,0.00,0.00,0,3,27.9,309,52.9,1000.8
2023-06-17T19:00,22.9,38,0.00,0.00,0.00,0,11,23.9,314,46.1,1001.8
2023-06-17T20:00,20.5,49,0.00,0.00,0.00,1,24,13.0,332,38.5,1003.0
2023-06-17T21:00,19.2,56,0.00,0.00,0.00,1,21,10.0,322,21.2,1003.6
2023-06-17T22:00,18.5,60,0.00,0.00,0.00,3,89,9.7,297,16.2,1004.2
2023-06-17T23:00,18.1,60,0.00,0.00,0.00,2,55,13.4,284,20.9,1004.1
2023-06-18T00:00,18.0,56,0.00,0.00,0.00,0,9,15.6,289,25.6,1004.3
2023-06-18T01:00,17.8,57,0.00,0.00,0.00,0,8,15.6,296,25.9,1004.3
2023-06-18T02:00,17.3,61,0.00,0.00,0.00,0,1,13.6,292,25.2,1004.4
2023-06-18T03:00,16.6,65,0.00,0.00,0.00,0,0,12.2,284,22.3,1004.6
2023-06-18T04:00,16.1,68,0.00,0.00,0.00,0,4,11.4,283,20.2,1004.9
2023-06-18T05:00,15.8,69,0.00,0.00,0.00,1,28,12.1,282,19.8,1005.4
2023-06-18T06:00,15.9,70,0.00,0.00,0.00,0,7,15.2,292,23.8,1005.9
2023-06-18T07:00,17.2,69,0.00,0.00,0.00,0,1,18.1,305,28.1,1006.2
2023-06-18T08:00,19.5,64,0.00,0.00,0.00,0,0,17.3,317,31.3,1006.3
2023-06-18T09:00,20.9,62,0.00,0.00,0.00,1,20,19.2,332,35.3,1006.6
2023-06-18T10:00,22.9,53,0.00,0.00,0.00,2,53,17.8,328,34.2,1006.5
2023-06-18T11:00,24.0,48,0.00,0.00,0.00,3,100,16.5,324,32.4,1006.5
2023-06-18T12:00,24.6,45,0.00,0.00,0.00,3,100,14.5,325,31.0,1006.5
2023-06-18T13:00,25.5,42,0.00,0.00,0.00,3,100,13.6,320,26.6,1006.5
2023-06-18T14:00,25.8,42,0.00,0.00,0.00,3,100,16.5,316,28.1,1006.6
2023-06-18T15:00,26.4,41,0.00,0.00,0.00,3,92,16.3,311,31.7,1006.6
2023-06-18T16:00,26.0,41,0.00,0.00,0.00,3,100,17.1,312,29.5,1006.7
2023-06-18T17:00,26.5,39,0.00,0.00,0.00,3,100,17.3,313,30.6,1006.9
2023-06-18T18:00,26.0,41,0.00,0.00,0.00,3,100,15.3,321,28.8,1007.2
2023-06-18T19:00,25.4,43,0.00,0.00,0.00,2,50,10.9,326,24.8,1007.8
2023-06-18T20:00,22.4,65,0.00,0.00,0.00,2,65,8.4,317,17.3,1008.2
2023-06-18T21:00,22.4,56,0.00,0.00,0.00,1,21,6.7,344,9.4,1008.6
2023-06-18T22:00,22.2,55,0.00,0.00,0.00,1,20,6.1,357,7.6,1009.3
2023-06-18T23:00,19.5,69,0.00,0.00,0.00,1,22,7.7,349,9.0,1009.7
2023-06-19T00:00,18.2,79,0.00,0.00,0.00,1,25,7.2,357,11.9,1010.0
2023-06-19T01:00,17.6,86,0.00,0.00,0.00,0,0,6.6,9,10.8,1010.3
2023-06-19T02:00,17.5,88,0.00,0.00,0.00,0,0,9.6,20,15.8,1010.7
2023-06-19T03:00,17.2,88,0.00,0.00,0.00,0,0,9.7,27,15.8,1010.8
2023-06-19T04:00,16.9,89,0.00,0.00,0.00,0,0,11.3,17,18.4,1011.1
2023-06-19T05:00,16.5,89,0.00,0.00,0.00,0,0,11.6,22,19.4,1011.4
2023-06-19T06:00,16.3,90,0.00,0.00,0.00,0,0,11.8,23,19.1,1012.1
2023-06-19T07:00,17.3,84,0.00,0.00,0.00,0,0,11.7,18,20.2,1012.7
2023-06-19T08:00,18.8,75,0.00,0.00,0.00,0,0,9.9,33,24.1,1013.1
2023-06-19T09:00,20.8,69,0.00,0.00,0.00,0,9,7.1,45,20.5,1013.6
2023-06-19T10:00,22.5,63,0.00,0.00,0.00,1,24,7.0,55,18.7,1014.0
2023-06-19T11:00,23.8,59,0.00,0.00,0.00,1,38,8.2,67,20.2,1014.4
2023-06-19T12:00,24.9,56,0.00,0.00,0.00,1,34,8.2,67,22.0,1014.3
2023-06-19T13:00,25.2,55,0.40,0.40,0.00,51,30,6.2,100,22.0,1014.0
2023-06-19T14:00,24.8,60,0.20,0.20,0.00,51,61,10.8,143,23.4,1013.8
2023-06-19T15:00,24.0,66,0.80,0.80,0.00,53,21,15.8,137,31.0,1013.5
2023-06-19T16:00,24.1,65,0.00,0.00,0.00,1,25,17.5,127,32.8,1013.3
2023-06-19T17:00,23.8,64,0.00,0.00,0.00,3,100,19.6,126,35.3,1013.2
2023-06-19T18:00,22.9,64,0.00,0.00,0.00,3,100,20.0,129,35.3,1013.6
2023-06-19T19:00,21.4,68,0.00,0.00,0.00,3,100,19.1,133,34.6,1013.9
2023-06-19T20:00,20.3,76,0.00,0.00,0.00,3,98,13.6,140,32.0,1014.8
2023-06-19T21:00,19.5,82,0.00,0.00,0.00,3,97,11.7,146,23.4,1015.3
2023-06-19T22:00,19.0,86,0.00,0.00,0.00,3,100,10.3,102,19.8,1016.0
2023-06-19T23:00,18.8,85,0.00,0.00,0.00,3,100,11.2,94,19.4,1016.9
2023-06-20T00:00,18.4,85,0.00,0.00,0.00,3,100,12.3,87,20.5,1016.9
2023-06-20T01:00,18.1,85,0.00,0.00,0.00,3,100,12.0,69,20.5,1016.8
2023-06-20T02:00,17.8,84,0.00,0.00,0.00,3,83,10.3,78,19.8,1016.7
2023-06-20T03:00,17.4,85,0.00,0.00,0.00,3,100,8.4,80,16.9,1016.4
2023-06-20T04:00,17.0,86,0.00,0.00,0.00,3,100,10.4,44,17.3,1016.4
2023-06-20T05:00,16.6,88,0.00,0.00,0.00,3,100,10.2,51,18.4,1016.8
2023-06-20T06:00,16.5,89,0.00,0.00,0.00,3,100,8.2,52,16.9,1017.5
2023-06-20T07:00,17.4,83,0.00,0.00,0.00,3,100,9.4,50,17.3,1017.8
2023-06-20T08:00,17.5,82,0.00,0.00,0.00,3,100,12.8,50,21.6,1018.7
2023-06-20T09:00,18.3,78,0.00,0.00,0.00,3,100,12.2,56,23.8,1019.0
2023-06-20T10:00,19.3,74,0.00,0.00,0.00,3,100,10.6,66,23.0,1019.1
2023-06-20T11:00,20.8,68,0.00,0.00,0.00,3,100,10.5,86,21.6,1019.1
2023-06-20T12:00,22.8,60,0.00,0.00,0.00,3,100,10.6,108,23.4,1019.0
2023-06-20T13:00,23.4,59,0.00,0.00,0.00,3,100,13.0,132,26.3,1018.5
2023-06-20T14:00,23.5,58,0.00,0.00,0.00,3,100,18.0,147,33.5,1018.3
2023-06-20T15:00,23.1,57,0.00,0.00,0.00,3,100,21.3,143,39.2,1018.4
2023-06-20T16:00,22.5,57,0.00,0.00,0.00,3,100,20.7,140,39.2,1018.6
2023-06-20T17:00,22.1,57,0.00,0.00,0.00,3,100,18.7,130,37.8,1018.2
2023-06-20T18:00,21.7,56,0.00,0.00,0.00,3,100,16.5,122,34.2,1018.1
2023-06-20T19:00,20.9,57,0.00,0.00,0.00,3,100,14.2,120,29.2,1018.2
2023-06-20T20:00,19.5,65,0.00,0.00,0.00,3,100,13.8,131,24.8,1018.8
2023-06-20T21:00,18.4,72,0.00,0.00,0.00,3,100,9.7,112,22.3,1019.3
2023-06-20T22:00,17.9,71,0.00,0.00,0.00,3,100,10.8,88,17.6,1019.7
2023-06-20T23:00,17.5,73,0.00,0.00,0.00,3,94,11.1,77,18.7,1019.9
2023-06-21T00:00,16.9,79,0.00,0.00,0.00,3,92,12.9,67,21.2,1019.8
2023-06-21T01:00,16.2,86,0.00,0.00,0.00,3,100,13.7,60,23.0,1019.9
2023-06-21T02:00,16.1,85,0.00,0.00,0.00,3,100,14.2,60,24.5,1019.7
2023-06-21T03:00,15.9,88,0.00,0.00,0.00,3,100,14.7,54,24.8,1019.6
2023-06-21T04:00,15.6,91,0.00,0.00,0.00,3,100,17.1,51,29.2,1019.6
2023-06-21T05:00,15.6,90,0.00,0.00,0.00,3,100,16.7,53,28.4,1019.7
2023-06-21T06:00,15.5,89,0.00,0.00,0.00,3,100,17.3,59,29.5,1019.9
2023-06-21T07:00,16.3,83,0.00,0.00,0.00,3,100,20.3,57,33.5,1020.2
2023-06-21T08:00,17.0,76,0.00,0.00,0.00,3,100,19.0,61,38.5,1020.8
2023-06-21T09:00,18.2,67,0.00,0.00,0.00,3,100,19.4,59,34.2,1021.3
2023-06-21T10:00,19.5,62,0.00,0.00,0.00,3,100,20.6,61,37.4,1021.2
2023-06-21T11:00,20.2,61,0.00,0.00,0.00,3,100,20.6,63,38.2,1021.4
2023-06-21T12:00,21.6,54,0.00,0.00,0.00,3,100,20.3,78,37.8,1021.5
2023-06-21T13:00,22.7,49,0.00,0.00,0.00,3,100,20.4,82,37.4,1021.2
2023-06-21T14:00,22.9,48,0.00,0.00,0.00,3,100,21.5,76,37.8,1020.7
2023-06-21T15:00,22.9,48,0.00,0.00,0.00,3,100,22.7,90,40.0,1020.2
2023-06-21T16:00,22.1,52,0.00,0.00,0.00,3,100,23.4,104,41.0,1020.0
2023-06-21T17:00,21.5,53,0.00,0.00,0.00,3,100,21.4,103,41.0,1019.6
2023-06-21T18:00,20.7,57,0.00,0.00,0.00,3,100,21.7,101,37.1,1019.5
2023-06-21T19:00,19.4,62,0.00,0.00,0.00,3,100,22.0,101,37.4,1019.7
2023-06-21T20:00,19.7,61,0.00,0.00,0.00,3,100,12.1,102,36.7,1019.6
2023-06-21T21:00,18.4,71,0.30,0.30,0.00,51,100,9.8,73,21.2,1019.6
2023-06-21T22:00,18.5,67,0.00,0.00,0.00,3,100,12.0,97,18.7,1020.1
2023-06-21T23:00,17.6,67,0.00,0.00,0.00,3,100,17.8,83,28.4,1019.7
2023-06-22T00:00,16.9,72,0.00,0.00,0.00,3,100,15.7,74,28.8,1019.3
2023-06-22T01:00,16.4,75,0.00,0.00,0.00,3,100,14.7,65,26.3,1019.0
2023-06-22T02:00,16.5,74,0.00,0.00,0.00,3,100,15.3,63,25.2,1018.6
2023-06-22T03:00,16.6,73,0.00,0.00,0.00,3,100,17.4,60,28.8,1018.1
2023-06-22T04:00,16.5,74,0.00,0.00,0.00,3,100,19.1,58,31.7,1017.3
2023-06-22T05:00,16.5,78,0.00,0.00,0.00,3,100,20.5,56,34.6,1017.1
2023-06-22T06:00,16.4,80,0.10,0.10,0.00,51,100,19.4,59,34.2,1017.7
2023-06-22T07:00,16.2,82,0.10,0.10,0.00,51,100,21.1,46,34.2,1017.4
2023-06-22T08:00,15.4,80,0.10,0.10,0.00,51,100,20.9,36,41.4,1018.6
2023-06-22T09:00,15.9,76,0.00,0.00,0.00,3,100,22.8,39,38.9,1018.8
2023-06-22T10:00,17.2,71,0.00,0.00,0.00,3,100,25.0,54,42.1,1018.6
2023-06-22T11:00,18.0,69,0.00,0.00,0.00,3,100,24.0,47,43.6,1018.4
2023-06-22T12:00,19.0,64,0.00,0.00,0.00,3,100,24.7,48,43.2,1018.3
2023-06-22T13:00,19.3,63,0.00,0.00,0.00,3,100,24.1,51,43.2,1017.9
2023-06-22T14:00,19.5,64,0.00,0.00,0.00,3,100,23.3,51,42.1,1017.3
2023-06-22T15:00,19.8,65,0.00,0.00,0.00,3,100,20.8,60,40.0,1016.9
2023-06-22T16:00,20.4,65,0.00,0.00,0.00,3,100,17.6,55,36.0,1016.5
2023-06-22T17:00,20.0,68,0.00,0.00,0.00,3,100,18.4,50,31.7,1015.7
2023-06-22T18:00,19.8,69,0.00,0.00,0.00,3,100,18.3,54,32.8,1015.3
2023-06-22T19:00,19.7,71,0.00,0.00,0.00,3,100,17.2,57,31.3,1015.2
2023-06-22T20:00,21.0,69,0.00,0.00,0.00,3,100,6.8,93,28.8,1015.2
2023-06-22T21:00,20.0,78,0.00,0.00,0.00,3,100,2.3,108,11.2,1015.3
2023-06-22T22:00,19.8,77,0.00,0.00,0.00,3,100,3.3,41,4.7,1015.2
2023-06-22T23:00,19.2,80,0.00,0.00,0.00,3,96,4.5,61,7.2,1015.1
2023-06-23T00:00,18.3,85,0.00,0.00,0.00,3,100,5.4,98,9.0,1015.2
2023-06-23T01:00,18.1,85,0.00,0.00,0.00,3,100,7.6,98,11.9,1015.1
2023-06-23T02:00,18.0,85,0.00,0.00,0.00,3,100,7.6,98,14.0,1014.6
2023-06-23T03:00,17.7,88,0.00,0.00,0.00,1,28,5.8,112,12.6,1014.7
2023-06-23T04:00,17.0,93,0.00,0.00,0.00,3,84,6.2,97,10.1,1014.5
2023-06-23T05:00,17.2,93,0.00,0.00,0.00,1,37,6.8,87,12.2,1014.1
2023-06-23T06:00,17.3,92,0.00,0.00,0.00,3,94,8.6,92,13.7,1014.0
2023-06-23T07:00,18.3,88,0.00,0.00,0.00,3,100,12.9,108,22.0,1014.1
2023-06-23T08:00,18.1,90,0.00,0.00,0.00,3,100,12.5,108,24.1,1014.7
2023-06-23T09:00,19.0,87,0.20,0.20,0.00,51,100,13.6,112,24.5,1014.7
2023-06-23T10:00,19.5,87,0.90,0.90,0.00,53,100,13.6,107,24.5,1014.4
2023-06-23T11:00,20.1,85,0.10,0.10,0.00,51,100,15.3,114,27.4,1014.3
2023-06-23T12:00,21.2,82,0.10,0.10,0.00,51,100,15.3,114,27.7,1013.6
2023-06-23T13:00,21.4,85,5.90,5.90,0.00,63,100,14.3,118,36.4,1012.9
2023-06-23T14:00,22.0,83,1.00,1.00,0.00,55,100,18.7,128,34.2,1012.6
2023-06-23T15:00,22.4,84,0.00,0.00,0.00,3,100,21.1,134,38.5,1011.8
2023-06-23T16:00,22.9,83,0.00,0.00,0.00,3,100,21.8,142,37.4,1011.3
2023-06-23T17:00,22.4,87,0.00,0.00,0.00,3,100,20.9,139,37.8,1010.5
2023-06-23T18:00,22.4,87,0.00,0.00,0.00,3,100,19.9,148,37.1,1010.2
2023-06-23T19:00,21.9,89,0.00,0.00,0.00,3,100,18.4,145,33.5,1010.0
2023-06-23T20:00,20.5,93,0.00,0.00,0.00,3,100,10.7,123,30.6,1010.3
